# BLASTP 2.6.0+
# Query: ABG11970.1 putative flavoprotein [Yersinia pestis Antiqua]
# Database: User specified sequence set (Input: Yersinia_pestis_angola.fasta)
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABG11970.1	ABX85603	100.000	146	0	0	1	146	1	146	3.51e-104	291
# BLASTP 2.6.0+
# Query: ABG11971.1 regulatory protein [Yersinia pestis Antiqua]
# Database: User specified sequence set (Input: Yersinia_pestis_angola.fasta)
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABG11971.1	ABX85203	99.346	153	1	0	1	153	1	153	1.30e-112	313
# BLASTP 2.6.0+
# Query: ABG11972.1 aspartate-ammonia ligase [Yersinia pestis Antiqua]
# Database: User specified sequence set (Input: Yersinia_pestis_angola.fasta)
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABG11972.1	ABX86664	100.000	330	0	0	1	330	1	330	0.0	670
# BLASTP 2.6.0+
# Query: ABG11973.1 hypothetical protein YPA_0004 [Yersinia pestis Antiqua]
# Database: User specified sequence set (Input: Yersinia_pestis_angola.fasta)
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABG11973.1	ABX86273	100.000	488	0	0	1	488	1	488	0.0	1000
# BLASTP 2.6.0+
# Query: ABG11974.1 hypothetical protein YPA_0005 [Yersinia pestis Antiqua]
# Database: User specified sequence set (Input: Yersinia_pestis_angola.fasta)
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABG11974.1	ABX86752	98.569	489	2	1	7	495	29	512	0.0	975
# BLASTP 2.6.0+
# Query: ABG11978.1 potassium transport protein [Yersinia pestis Antiqua]
# Database: User specified sequence set (Input: Yersinia_pestis_angola.fasta)
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
ABG11978.1	ABX86203	100.000	622	0	0	1	622	1	622	0.0	1254
# BLASTP 2.6.0+
