# BLASTP 2.6.0+
# Query: AAS60282.1 putative flavoprotein [Yersinia pestis biovar Microtus str. 91001]
# Database: User specified sequence set (Input: Yersinia_pestis_angola.fasta)
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
AAS60282.1	ABX85603	100.000	146	0	0	1	146	1	146	3.51e-104	291
# BLASTP 2.6.0+
# Query: AAS60283.1 regulatory protein [Yersinia pestis biovar Microtus str. 91001]
# Database: User specified sequence set (Input: Yersinia_pestis_angola.fasta)
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
AAS60283.1	ABX85203	100.000	153	0	0	1	153	1	153	3.09e-113	314
# BLASTP 2.6.0+
# Query: AAS60284.1 aspartate-ammonia ligase [Yersinia pestis biovar Microtus str. 91001]
# Database: User specified sequence set (Input: Yersinia_pestis_angola.fasta)
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
AAS60284.1	ABX86664	100.000	330	0	0	1	330	1	330	0.0	670
# BLASTP 2.6.0+
# Query: AAS60285.1 hypothetical protein YP_0004 [Yersinia pestis biovar Microtus str. 91001]
# Database: User specified sequence set (Input: Yersinia_pestis_angola.fasta)
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
AAS60285.1	ABX86273	100.000	488	0	0	1	488	1	488	0.0	1000
# BLASTP 2.6.0+
# Query: AAS60286.1 MoxR-like ATPases [Yersinia pestis biovar Microtus str. 91001]
# Database: User specified sequence set (Input: Yersinia_pestis_angola.fasta)
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
AAS60286.1	ABX86752	97.701	522	2	1	1	522	1	512	0.0	1028
# BLASTP 2.6.0+
# Query: AAS60287.1 potassium transport protein [Yersinia pestis biovar Microtus str. 91001]
# Database: User specified sequence set (Input: Yersinia_pestis_angola.fasta)
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
AAS60287.1	ABX86203	100.000	622	0	0	1	622	1	622	0.0	1254
# BLASTP 2.6.0+
# Query: AAS60288.1 ribose permease [Yersinia pestis biovar Microtus str. 91001]
# Database: User specified sequence set (Input: Yersinia_pestis_angola.fasta)
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
AAS60288.1	ABX87354	100.000	139	0	0	1	139	1	139	3.38e-101	283
# BLASTP 2.6.0+
# Query: AAS60289.1 ribokinase [Yersinia pestis biovar Microtus str. 91001]
# Database: User specified sequence set (Input: Yersinia_pestis_angola.fasta)
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
AAS60289.1	ABX86799	100.000	308	0	0	1	308	1	308	0.0	618
# BLASTP 2.6.0+
# Query: AAS60291.1 putative membrane transport protein [Yersinia pestis biovar Microtus str. 91001]
# Database: User specified sequence set (Input: Yersinia_pestis_angola.fasta)
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
AAS60291.1	ABX88341	100.000	474	0	0	1	474	1	474	0.0	938
# BLASTP 2.6.0+
# Query: AAS62906.1 putative membrane protein [Yersinia pestis biovar Microtus str. 91001]
# Database: User specified sequence set (Input: Yersinia_pestis_angola.fasta)
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
AAS62906.1	ABX88257	100.000	465	0	0	1	465	1	465	0.0	918
# BLASTP 2.6.0+
# Query: AAS60292.1 putative GntR-famly transcriptional regulator [Yersinia pestis biovar Microtus str. 91001]
# Database: User specified sequence set (Input: Yersinia_pestis_angola.fasta)
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
AAS60292.1	ABX85312	100.000	229	0	0	1	229	1	229	4.51e-175	477
# BLASTP 2.6.0+
# Query: AAS63649.1 transposase for the IS285 insertion element [Yersinia pestis biovar Microtus str. 91001]
# Database: User specified sequence set (Input: Yersinia_pestis_angola.fasta)
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
AAS63649.1	ABX84766	100.000	402	0	0	1	402	1	402	0.0	836
# BLASTP 2.6.0+
# Query: AAS63135.1 transposase for the IS285 insertion element [Yersinia pestis biovar Microtus str. 91001]
# Database: User specified sequence set (Input: Yersinia_pestis_angola.fasta)
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
AAS63135.1	ABX84766	100.000	402	0	0	1	402	1	402	0.0	836
# BLASTP 2.6.0+
# Query: AAS63035.1 transposase for the IS285 insertion element [Yersinia pestis biovar Microtus str. 91001]
# Database: User specified sequence set (Input: Yersinia_pestis_angola.fasta)
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
AAS63035.1	ABX84766	100.000	402	0	0	1	402	1	402	0.0	836
# BLASTP 2.6.0+
# Query: AAS62941.1 transposase for the IS285 insertion element [Yersinia pestis biovar Microtus str. 91001]
# Database: User specified sequence set (Input: Yersinia_pestis_angola.fasta)
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
AAS62941.1	ABX84766	100.000	402	0	0	1	402	1	402	0.0	836
# BLASTP 2.6.0+
# Query: AAS62764.1 transposase for the IS285 insertion element [Yersinia pestis biovar Microtus str. 91001]
# Database: User specified sequence set (Input: Yersinia_pestis_angola.fasta)
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
AAS62764.1	ABX84766	100.000	402	0	0	1	402	1	402	0.0	836
# BLASTP 2.6.0+
# Query: AAS62639.1 transposase for the IS285 insertion element [Yersinia pestis biovar Microtus str. 91001]
# Database: User specified sequence set (Input: Yersinia_pestis_angola.fasta)
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
AAS62639.1	ABX84766	100.000	402	0	0	1	402	1	402	0.0	836
# BLASTP 2.6.0+
# Query: AAS62473.1 transposase for the IS285 insertion element [Yersinia pestis biovar Microtus str. 91001]
# Database: User specified sequence set (Input: Yersinia_pestis_angola.fasta)
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
AAS62473.1	ABX84766	100.000	402	0	0	1	402	1	402	0.0	836
# BLASTP 2.6.0+
# Query: AAS62440.1 transposase for the IS285 insertion element [Yersinia pestis biovar Microtus str. 91001]
# Database: User specified sequence set (Input: Yersinia_pestis_angola.fasta)
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
AAS62440.1	ABX84766	100.000	402	0	0	1	402	1	402	0.0	836
# BLASTP 2.6.0+
# Query: AAS62210.1 transposase for the IS285 insertion element [Yersinia pestis biovar Microtus str. 91001]
# Database: User specified sequence set (Input: Yersinia_pestis_angola.fasta)
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
AAS62210.1	ABX84766	100.000	402	0	0	1	402	1	402	0.0	836
# BLASTP 2.6.0+
# Query: AAS62156.1 transposase for the IS285 insertion element [Yersinia pestis biovar Microtus str. 91001]
# Database: User specified sequence set (Input: Yersinia_pestis_angola.fasta)
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
AAS62156.1	ABX84766	100.000	402	0	0	1	402	1	402	0.0	836
# BLASTP 2.6.0+
# Query: AAS62055.1 transposase for the IS285 insertion element [Yersinia pestis biovar Microtus str. 91001]
# Database: User specified sequence set (Input: Yersinia_pestis_angola.fasta)
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
AAS62055.1	ABX84766	100.000	402	0	0	1	402	1	402	0.0	836
# BLASTP 2.6.0+
# Query: AAS62039.1 transposase for the IS285 insertion element [Yersinia pestis biovar Microtus str. 91001]
# Database: User specified sequence set (Input: Yersinia_pestis_angola.fasta)
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
AAS62039.1	ABX84766	100.000	402	0	0	1	402	1	402	0.0	836
# BLASTP 2.6.0+
# Query: AAS62027.1 transposase for the IS285 insertion element [Yersinia pestis biovar Microtus str. 91001]
# Database: User specified sequence set (Input: Yersinia_pestis_angola.fasta)
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
AAS62027.1	ABX84766	100.000	402	0	0	1	402	1	402	0.0	836
# BLASTP 2.6.0+
# Query: AAS61979.1 transposase for the IS285 insertion element [Yersinia pestis biovar Microtus str. 91001]
# Database: User specified sequence set (Input: Yersinia_pestis_angola.fasta)
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
AAS61979.1	ABX84766	100.000	402	0	0	1	402	1	402	0.0	836
# BLASTP 2.6.0+
# Query: AAS61930.1 transposase for the IS285 insertion element [Yersinia pestis biovar Microtus str. 91001]
# Database: User specified sequence set (Input: Yersinia_pestis_angola.fasta)
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
AAS61930.1	ABX84766	100.000	402	0	0	1	402	1	402	0.0	836
# BLASTP 2.6.0+
# Query: AAS61624.1 transposase for the IS285 insertion element [Yersinia pestis biovar Microtus str. 91001]
# Database: User specified sequence set (Input: Yersinia_pestis_angola.fasta)
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
AAS61624.1	ABX84766	100.000	402	0	0	1	402	1	402	0.0	836
# BLASTP 2.6.0+
# Query: AAS61400.1 transposase for the IS285 insertion element [Yersinia pestis biovar Microtus str. 91001]
# Database: User specified sequence set (Input: Yersinia_pestis_angola.fasta)
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
AAS61400.1	ABX84766	100.000	402	0	0	1	402	1	402	0.0	836
# BLASTP 2.6.0+
# Query: AAS61220.1 transposase for the IS285 insertion element [Yersinia pestis biovar Microtus str. 91001]
# Database: User specified sequence set (Input: Yersinia_pestis_angola.fasta)
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
AAS61220.1	ABX84766	100.000	402	0	0	1	402	1	402	0.0	836
# BLASTP 2.6.0+
# Query: AAS58757.1 transposase (plasmid) [Yersinia pestis biovar Microtus str. 91001]
# Database: User specified sequence set (Input: Yersinia_pestis_angola.fasta)
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
AAS58757.1	ABX84766	100.000	402	0	0	1	402	1	402	0.0	836
# BLASTP 2.6.0+
# Query: AAS62916.1 transposase for the IS285 insertion element [Yersinia pestis biovar Microtus str. 91001]
# Database: User specified sequence set (Input: Yersinia_pestis_angola.fasta)
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
AAS62916.1	ABX84766	99.751	402	1	0	1	402	1	402	0.0	834
# BLASTP 2.6.0+
